product,page,page_title,section,rule,doc_url
line-login,line-login/development-guidelines,LINE Login development guidelines,Authorization code or error response,Log of authorization codes or error responses,https://developers.line.biz/en/docs/line-login/development-guidelines/
line-login,line-login/development-guidelines,LINE Login development guidelines,Time logs for LINE Login API request,Request ID (x-line-request-id) of the Response headers,https://developers.line.biz/en/docs/line-login/development-guidelines/
line-login,line-login/development-guidelines,LINE Login development guidelines,Time logs for LINE Login API request,Time when API request was made,https://developers.line.biz/en/docs/line-login/development-guidelines/
line-login,line-login/development-guidelines,LINE Login development guidelines,Time logs for LINE Login API request,Status codes returned by the LINE Platform,https://developers.line.biz/en/docs/line-login/development-guidelines/
line-login,line-login/development-guidelines,LINE Login development guidelines,Time logs for LINE Login API request,LINE Login API request body,https://developers.line.biz/en/docs/line-login/development-guidelines/
line-login,line-login/development-guidelines,LINE Login development guidelines,Time logs for LINE Login API request,Response body returned by the LINE Platform after the API request,https://developers.line.biz/en/docs/line-login/development-guidelines/
line-login,line-login/login-button,LINE Login button design guidelines,Size,The aspect ratio of the LINE icon does not change.,https://developers.line.biz/en/docs/line-login/login-button/
line-login,line-login/login-button,LINE Login button design guidelines,Size,The LINE icon remains clearly visible.,https://developers.line.biz/en/docs/line-login/login-button/
line-login,line-login/login-button,LINE Login button design guidelines,Text,Text clearly indicates to the user that the button is for logging into the app with LINE,https://developers.line.biz/en/docs/line-login/login-button/
line-login,line-login/login-button,LINE Login button design guidelines,Common mistakes to avoid,Using a non-designated color,https://developers.line.biz/en/docs/line-login/login-button/
line-login,line-login/login-button,LINE Login button design guidelines,Common mistakes to avoid,Using an outdated LINE icon,https://developers.line.biz/en/docs/line-login/login-button/
line-login,line-login/login-button,LINE Login button design guidelines,Common mistakes to avoid,Using a different or modified icon instead of using the LINE icon,https://developers.line.biz/en/docs/line-login/login-button/
line-mini-app,line-mini-app/design/line-mini-app-icon,LINE MINI App icon specifications and guidelines,,The main locations for the LINE MINI App icon,https://developers.line.biz/en/docs/line-mini-app/design/line-mini-app-icon/
line-mini-app,line-mini-app/design/line-mini-app-icon,LINE MINI App icon specifications and guidelines,,How to upload an image for the icon,https://developers.line.biz/en/docs/line-mini-app/design/line-mini-app-icon/
line-mini-app,line-mini-app/design/line-mini-app-icon,LINE MINI App icon specifications and guidelines,The main locations for the LINE MINI App icon,Channel consent screen,https://developers.line.biz/en/docs/line-mini-app/design/line-mini-app-icon/
line-mini-app,line-mini-app/develop/performance-guidelines,Performance guidelines,,"Measure without executing LINE Login. When LINE Login is executed simultaneously, the performance of the LINE Login page is measured, preventing LINE MINI App's performance from being measured.",https://developers.line.biz/en/docs/line-mini-app/develop/performance-guidelines/
line-mini-app,line-mini-app/develop/performance-guidelines,Performance guidelines,,Be sure to measure in the production environment (real environment). Note that the network environment can affect the performance score.,https://developers.line.biz/en/docs/line-mini-app/develop/performance-guidelines/
line-mini-app,line-mini-app/development-guidelines,LINE MINI App development guidelines,,Prohibiting mass requests to the LINE Platform,https://developers.line.biz/en/docs/line-mini-app/development-guidelines/
line-mini-app,line-mini-app/development-guidelines,LINE MINI App development guidelines,,Deauthorize your app when a user unregisters from your app,https://developers.line.biz/en/docs/line-mini-app/development-guidelines/
line-mini-app,line-mini-app/development-guidelines,LINE MINI App development guidelines,Service message API request logs,Time when API request was made,https://developers.line.biz/en/docs/line-mini-app/development-guidelines/
line-mini-app,line-mini-app/development-guidelines,LINE MINI App development guidelines,Service message API request logs,Status codes returned by the LINE Platform,https://developers.line.biz/en/docs/line-mini-app/development-guidelines/
line-mini-app,line-mini-app/development-guidelines,LINE MINI App development guidelines,Service message API request logs,Service message API request body,https://developers.line.biz/en/docs/line-mini-app/development-guidelines/
line-mini-app,line-mini-app/development-guidelines,LINE MINI App development guidelines,Service message API request logs,"Response body, other than the service notification token notificationToken, returned by the LINE Platform after the API request",https://developers.line.biz/en/docs/line-mini-app/development-guidelines/
line-mini-app,line-mini-app/development-guidelines,LINE MINI App development guidelines,Deauthorize your app when a user unregisters from your app,"e.g. If you unsubscribe from the service, LY Corporation will be notified that you have unsubscribed and the link between the service and LINE app will be terminated.",https://developers.line.biz/en/docs/line-mini-app/development-guidelines/
line-mini-app,line-mini-app/development-guidelines,LINE MINI App development guidelines,Deauthorize your app when a user unregisters from your app,"e.g. If you do this, LY Corporation will be notified and the link between the service and LINE app will be terminated.",https://developers.line.biz/en/docs/line-mini-app/development-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,,Don't restrict access by IP address,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,,Verify access token validity,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,,Verify the webhook signature,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,,Eliminate duplicates,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,,Implement proper error handling,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,,Don't send duplicate payment notifications,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,Implement with non-breaking changes in mind,Addition of new endpoints,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,Implement with non-breaking changes in mind,"Addition of optional parameters, fields, and headers in API requests",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,Implement with non-breaking changes in mind,Addition of fields and headers in API responses,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,Implement with non-breaking changes in mind,Addition of enum values,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,Implement with non-breaking changes in mind,Addition of properties to webhook event objects,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,Implement with non-breaking changes in mind,Changes to the order of properties in API responses and webhook event objects,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,Implement with non-breaking changes in mind,Presence or absence of whitespace or line breaks between data elements,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,Verify the webhook signature,Calculate a digest of the request body using the HMAC-SHA256 algorithm with the channel secret as the secret key.,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/iap-guidelines,In-app purchase development guidelines,Verify the webhook signature,Base64-encode the digest and check whether it matches the signature included in the x-line-signature request header.,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/iap-guidelines/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,Relationship between the in-app purchase review and the verification review,"Even if the in-app purchase review is completed, users can't utilize in-app purchase unless the verification review (review for publishing as a verified MINI App) is approved.",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,Relationship between the in-app purchase review and the verification review,"During the verification review, you can't apply for in-app purchase.",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,Relationship between the in-app purchase review and the verification review,"During the in-app purchase review, you can't apply for the verification review.",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,In-app purchase review period,It takes approximately two weeks for LY Corporation to complete its in-app purchase review. You can't specify the completion date of the review in advance. Thank you for your understanding.,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,In-app purchase review period,"If your application is rejected after the review, it will take a few more days for the re-application and re-review process.",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,In-app purchase review period,"After your in-app purchase application is approved, you must apply for the verification review. This also has a separate review period.",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,1. Enter the required information,Register Business information / LINE MINI App information,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,1. Enter the required information,Register Information security information,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,1. Enter the required information,Upload the LY Corporation business partner information application form,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,In-app purchase contract entity,"""Business information / LINE MINI App information"" section",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,In-app purchase contract entity,"""Information security"" section",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,In-app purchase contract entity,Name of the organization performing the operations,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,In-app purchase contract entity,"LY Corporation business partner information application form in the ""LY Corporation business partner information"" section",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,In-app purchase contract entity,Your company information - Company name,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,In-app purchase contract entity,Payment account information - Account holder name,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,Change application information,"If you have applied for in-app purchase review and the status in ""Workflow in progress"" is ""Applied for review"" or ""Reviewing"", you can't edit the information.",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,Change application information,"If the status is ""Applied for review"": Click Cancel the application to cancel the application, then edit it.",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,Change application information,"If the status is ""Reviewing"": You can't cancel while your application is under review. Update the information after the review is complete.",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,Change application information,"If you change the information within the Apply to use in-app purchase tab, you need to re-apply for in-app purchase.",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,Change application information,The information within the In-app purchase settings tab (webhook URL and tester information) doesn't require re-review.,https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/in-app-purchase/request-iap-review,Apply to use in-app purchase,Change application information,"If there are changes to the information related to the company, first complete the re-application for verification review, then re-apply for in-app purchase review.",https://developers.line.biz/en/docs/line-mini-app/in-app-purchase/request-iap-review/
line-mini-app,line-mini-app/quick-fill/design-regulations,Common Profile Quick-fill design regulations,User experience with Quick-fill,Recommended screen transitions,https://developers.line.biz/en/docs/line-mini-app/quick-fill/design-regulations/
line-mini-app,line-mini-app/quick-fill/design-regulations,Common Profile Quick-fill design regulations,User experience with Quick-fill,Prohibited screen transitions,https://developers.line.biz/en/docs/line-mini-app/quick-fill/design-regulations/
line-mini-app,line-mini-app/quick-fill/design-regulations,Common Profile Quick-fill design regulations,Recommended screen transitions,Display a modal immediately after moving to the member registration screen,https://developers.line.biz/en/docs/line-mini-app/quick-fill/design-regulations/
line-mini-app,line-mini-app/quick-fill/design-regulations,Common Profile Quick-fill design regulations,Recommended screen transitions,Display a modal when the user selects an input form,https://developers.line.biz/en/docs/line-mini-app/quick-fill/design-regulations/
line-mini-app,line-mini-app/quick-fill/design-regulations,Common Profile Quick-fill design regulations,Recommended screen transitions,Display a modal after the user taps the Auto-fill button,https://developers.line.biz/en/docs/line-mini-app/quick-fill/design-regulations/
line-mini-app,line-mini-app/quick-fill/design-regulations,Common Profile Quick-fill design regulations,Recommended screen transitions,Display a modal at the destination after the user agrees on the channel consent screen,https://developers.line.biz/en/docs/line-mini-app/quick-fill/design-regulations/
line-mini-app,line-mini-app/quick-fill/design-regulations,Common Profile Quick-fill design regulations,Prohibited screen transitions,Display a modal on a screen that doesn't have a form to automatically fill in,https://developers.line.biz/en/docs/line-mini-app/quick-fill/design-regulations/
line-mini-app,line-mini-app/quick-fill/design-regulations,Common Profile Quick-fill design regulations,Prohibited screen transitions,Getting items that don't exist in the form,https://developers.line.biz/en/docs/line-mini-app/quick-fill/design-regulations/
line-mini-app,line-mini-app/quick-fill/design-regulations,Common Profile Quick-fill design regulations,Prohibited screen transitions,Move to the confirmation screen without auto-filling the form,https://developers.line.biz/en/docs/line-mini-app/quick-fill/design-regulations/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,,Taiwan: LINE Biz-Solutions,https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,,Thailand: LINE for Business,https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Things to check prior to requesting review of your LINE MINI App,"Check whether your LINE MINI App adheres to all of the guidelines and rules. In particular, check these guidelines and rules:",https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Things to check prior to requesting review of your LINE MINI App,LINE MINI App icon specifications and guidelines,https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Things to check prior to requesting review of your LINE MINI App,Safe area for landscape mode,https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Things to check prior to requesting review of your LINE MINI App,Implementing a custom action button,https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Things to check prior to requesting review of your LINE MINI App,Performance guidelines,https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Things to check prior to requesting review of your LINE MINI App,Check whether your LINE MINI App adheres to the LINE MINI App Policy,https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Things to check prior to requesting review of your LINE MINI App,Check whether the information you enrolled for the LINE MINI App Channel on the LINE Developers Console is accurate and up-to-date.,https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Things to check prior to requesting review of your LINE MINI App,"The provider name must be the same as the ""service provider"".",https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Things to check prior to requesting review of your LINE MINI App,The correct service description must be provided in the Channel description.,https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Things to check prior to requesting review of your LINE MINI App,"In the privacy policy, the company for which user data is acquired must be set to the same company as the provider name.",https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Things to check prior to requesting review of your LINE MINI App,Check whether the the LIFF URL of the Published channel and the LIFF URL of the Review channel reflect the same service.,https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Important points about the review,"After requesting the review, you may cancel it from the Cancel review request button on the Review request tab, as long as the review process hasn't already begun.",https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Important points about the review,"Once LY Corporation begins the review process, you can't cancel your request or make changes to the information you entered.",https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-mini-app,line-mini-app/submit/submission-guide,Submitting LINE MINI App,Important points about the review,"Once the review has begun and the status is ""Reviewing"", you can access the LIFF URL on the Review channel.",https://developers.line.biz/en/docs/line-mini-app/submit/submission-guide/
line-social-plugins,line-social-plugins/general/guidelines,Usage Guidelines for the LINE Social Plugin,Terms of Use,Records of User’s LINE login activities while using the Service; and,https://developers.line.biz/en/docs/line-social-plugins/general/guidelines/
line-social-plugins,line-social-plugins/general/guidelines,Usage Guidelines for the LINE Social Plugin,Terms of Use,The URL and the timestamp of an External Site that includes Services a User visits via the browser.,https://developers.line.biz/en/docs/line-social-plugins/general/guidelines/
messaging-api,messaging-api/beacon-device-spec,LINE Beacon device specification,Requirements for LINE Beacon compliant devices,Advertise LINE Beacon packets.,https://developers.line.biz/en/docs/messaging-api/beacon-device-spec/
messaging-api,messaging-api/beacon-device-spec,LINE Beacon device specification,Requirements for LINE Beacon compliant devices,Generate a secure message from data hashed by SHA-256 and XOR (exclusive OR) operations.,https://developers.line.biz/en/docs/messaging-api/beacon-device-spec/
messaging-api,messaging-api/beacon-device-spec,LINE Beacon device specification,Requirements for LINE Beacon compliant devices,Update the secure message every 15 seconds.,https://developers.line.biz/en/docs/messaging-api/beacon-device-spec/
messaging-api,messaging-api/beacon-device-spec,LINE Beacon device specification,Requirements for LINE Beacon compliant devices,Have a unique HWID written to the device and displayed on the body of the device.,https://developers.line.biz/en/docs/messaging-api/beacon-device-spec/
messaging-api,messaging-api/beacon-device-spec,LINE Beacon device specification,3. Concatenate items,Message authentication code generated in step 1,https://developers.line.biz/en/docs/messaging-api/beacon-device-spec/
messaging-api,messaging-api/beacon-device-spec,LINE Beacon device specification,3. Concatenate items,Masked timestamp generated in step 2,https://developers.line.biz/en/docs/messaging-api/beacon-device-spec/
messaging-api,messaging-api/beacon-device-spec,LINE Beacon device specification,Timestamp,Start incrementing the timestamp when the beacon device is switched on for the first time.,https://developers.line.biz/en/docs/messaging-api/beacon-device-spec/
messaging-api,messaging-api/beacon-device-spec,LINE Beacon device specification,Timestamp,"Start the timestamp at zero and increment the value every 15 seconds. For example, the timestamp for a beacon device one minute after the beacon is switched on is 4.",https://developers.line.biz/en/docs/messaging-api/beacon-device-spec/
messaging-api,messaging-api/beacon-device-spec,LINE Beacon device specification,Timestamp,Don't reset the timestamp to zero when the beacon device is switched on again. Continue to increment the timestamp value at power-off.,https://developers.line.biz/en/docs/messaging-api/beacon-device-spec/
messaging-api,messaging-api/beacon-device-spec,LINE Beacon device specification,Timestamp,Reset the timestamp to start at zero again when you rewrite the HWID of the beacon device to the newly issued HWID.,https://developers.line.biz/en/docs/messaging-api/beacon-device-spec/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,,Don't send mass requests to the LINE Platform,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,,Don't do load testing through the LINE Platform,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,,Don't send mass messages to the same user,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,,Don't send requests to invalid user IDs,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,,Don't try to identify user attributes,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,,Don't restrict access by IP address,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,,Recommended processing on receipt of unsend event,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,,Recommended verification of webhook signature when receiving webhooks,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,,Recommendation for implementation assuming non-breaking feature additions,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Don't send mass requests to the LINE Platform,Repeatedly creating and deleting audiences even though they're not actually used for sending narrowcast messages,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Don't send mass requests to the LINE Platform,Repeatedly making requests that don't use the Messaging API features,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Recommendation for implementation assuming non-breaking feature additions,Adding new endpoints,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Recommendation for implementation assuming non-breaking feature additions,"Adding optional parameters, fields, and headers to API requests",https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Recommendation for implementation assuming non-breaking feature additions,Adding fields and headers to API responses,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Recommendation for implementation assuming non-breaking feature additions,Adding properties to webhook event objects,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
messaging-api,messaging-api/development-guidelines,Messaging API development guidelines,Recommendation for implementation assuming non-breaking feature additions,Changing the order of properties in API responses and webhook event objects,https://developers.line.biz/en/docs/messaging-api/development-guidelines/
