product,page,title,sections,section_count,doc_url
liff,liff/getting-started,Create a channel,Log in to the LINE Developers Console / Creating a provider and channel / 1. Create a provider / 2. Create a channel / Next steps,5,https://developers.line.biz/en/docs/liff/getting-started/
liff,liff/liff-cli,LIFF CLI,What is the LIFF CLI / Operating environment of the LIFF CLI / Install the LIFF CLI / Manage channels / Add channels / Set the default channel / Manage LIFF apps / Create a LIFF app / Update a LIFF app / List LIFF apps / Delete a LIFF app / Create a LIFF app template / Options / Create a LIFF app development environment / Launch a local development server with HTTPS / Debug your LIFF app with the LIFF Inspector / Expose your local development server / Operating conditions of the `serve` command,20,https://developers.line.biz/en/docs/liff/liff-cli/
liff,liff/liff-plugin,LIFF plugin,What is LIFF plugin / Operating environment of LIFF Plugin / Using a LIFF plugin / If the LIFF plugin is a class / If the LIFF plugin is an object / Creating a LIFF plugin / name propery / install() method / About hook / Hooks for LIFF API / Hook types / Registering a callback on a hook / Creating a hook / Official LIFF plugins / LIFF Inspector / LIFF Mock,18,https://developers.line.biz/en/docs/liff/liff-plugin/
liff,liff/minimizing-liff-browser,Minimizing LIFF browser,What is LIFF browser minimization / Conditions of use for LIFF browser minimization / Minimizing a LIFF browser / Tapping an option from the action button / Tapping an in-app alert / Swiping a LIFF browser / Tapping the option from the action button (LINE version earlier than 26.7.0) / Maximizing a LIFF browser / Moving a minimized LIFF browser / Closing a minimized LIFF browser (LINE version earlier than 15.20.0) / Swiping a LIFF browser off the screen (only available in LINE for iOS) / Drag a minimized LIFF browser to the close icon / Closing a minimized LIFF browser (LINE version 15.20.0 or,14,https://developers.line.biz/en/docs/liff/minimizing-liff-browser/
liff,liff/opening-liff-app,Opening a LIFF app,"User actions when opening the LIFF app / Environment where the LIFF app opens when a user access the LIFF URL / Behaviors from accessing the LIFF URL to opening the LIFF app / Create a LIFF URL / Create a primary redirect URL / Create a secondary redirect URL / Opening a LIFF app from another LIFF app (LIFF-to-LIFF transition) / The conditions that make LIFF-to-LIFF transitions possible / Behavior based on screen size of the LIFF app / About the ""chat_message.write"" scope after transitioning between LIFF apps / Get URL from before LIFF-to-LIFF transition / Message displayed when another LIFF a",12,https://developers.line.biz/en/docs/liff/opening-liff-app/
liff,liff/overview,LIFF overview,Recommended operating environment / When the LIFF app is opened in a LIFF browser / When the LIFF app is opened in an external browser / LIFF browser / LIFF browser specifications / LIFF browser cache / Size of the LIFF browser / Action button / Dropdown menu / Multi-tab view / Development guidelines / Tools to support LIFF app development / Workflow,13,https://developers.line.biz/en/docs/liff/overview/
liff,liff/pluggable-sdk,Pluggable SDK,What is the pluggable SDK / Use conditions of the pluggable SDK / How to use the pluggable SDK / Import the liff object / Activate the LIFF APIs / Important points about the pluggable SDK / Example of correct execution of the liff.use() method / Example of wrong execution of the liff.use() method / LIFF API and the corresponding module list,9,https://developers.line.biz/en/docs/liff/pluggable-sdk/
liff,liff/registering-liff-apps,Adding a LIFF app to your channel,Before you begin / Adding the LIFF app to your channel / The order of LIFF apps on the LIFF tab / Other operations / Next steps,5,https://developers.line.biz/en/docs/liff/registering-liff-apps/
liff,liff/release-notes,Release notes,"LIFF version and release date / Current version / Version list / LIFF v2.30.0 released / Ahead of the release of a new feature for the LINE MINI App's add friend option, you can now pass arguments to some methods / How to update to LIFF v2.30.0 / LIFF v2.29.2 released / How to update to LIFF v2.29.2 / LIFF v2.29.1 released / How to update to LIFF v2.29.1 / LIFF v2.29.0 released / How to update to LIFF v2.29.0 / LIFF v2.28.0 released / We've added the `liff.requestFriendship()` method which prompts the user to add the LINE Official Account as a friend / How to update to LIFF v2.28.0 / LIFF v2.2",202,https://developers.line.biz/en/docs/liff/release-notes/
liff,liff/trying-liff-app,Trying the LIFF starter app,What is the LIFF starter app? / How to get started with the LIFF starter app / Environment / Downloading and running the source code / Deploying to a server / Getting and Setting a LIFF ID / Next step,7,https://developers.line.biz/en/docs/liff/trying-liff-app/
liff,liff/using-user-profile,Using user data in LIFF apps and servers,Use user data on server / Send user ID token to get user data / Send access token to get user data / Use user data in LIFF app,4,https://developers.line.biz/en/docs/liff/using-user-profile/
liff,liff/versioning-policy,Versioning policy,The LIFF MAJOR version status / The LIFF Versioning policy / LIFF SDK (sdk.js) update policy / The LIFF SDK life cycle / The LIFF SDK life cycle schedule,5,https://developers.line.biz/en/docs/liff/versioning-policy/
liff,liff,LINE Front-end Framework (LIFF),API references / Development guidelines / Quickstart / Guide / LIFF plugin / Tools / Resources,7,https://developers.line.biz/en/docs/liff/
line-ads-api,line-ads-api/about,About LINE Ads API,,0,https://developers.line.biz/en/docs/line-ads-api/about/
line-ads-api,line-ads-api/development-guidelines,LINE Ads API development guidelines,Prohibiting mass requests to the LINE Platform / Prohibiting requests for non-existent IDs / Saving logs / Logs for LINE Ads API request,4,https://developers.line.biz/en/docs/line-ads-api/development-guidelines/
line-conversion-api,line-conversion-api,LINE Conversion API,,0,https://developers.line.biz/en/docs/line-conversion-api/
line-developers-console,line-developers-console/best-practices-for-provider-and-channel-management,Best practices for provider and channel management,Characters / Grant admin roles to several developers for each provider and each channel / Create a provider for each service provider / Create channels that you want to link under the same provider / Create channels by region where you provide services / Register a mailing list email address in Email address on the Basic settings tab,6,https://developers.line.biz/en/docs/line-developers-console/best-practices-for-provider-and-channel-management/
line-developers-console,line-developers-console/delete-developer-account,Delete your developer account,Conditions for deleting your developer account / Delete your developer account / Status after deleting your developer account / Resume using the LINE Developers Console,4,https://developers.line.biz/en/docs/line-developers-console/delete-developer-account/
line-developers-console,line-developers-console/login-account,Log in to the LINE Developers Console,Log in to the LINE Developers Console / Log in with LINE account / Log in with business account / Log in with Yahoo! JAPAN ID / Create a developer account (only on first login) / Account relationships / Account relationships when creating a new Business ID / Link your Business ID with your LINE account / Unlink your LINE account from your Business ID / Available features,10,https://developers.line.biz/en/docs/line-developers-console/login-account/
line-developers-console,line-developers-console/managing-roles,Managing roles,"Provider roles / Adding developers, editing roles, and deleting developers on provider / Channel roles / Common to all channel types / LINE Login channel / Messaging API channel / LINE MINI App channel / Adding developers, editing roles, and deleting developers on channel",8,https://developers.line.biz/en/docs/line-developers-console/managing-roles/
line-developers-console,line-developers-console/notification,Receive notifications via email or the notification center,Types of notifications that can be received / Important announcements / Activity / News / Channel activity / Provider activity / Configure notification types and reception methods / Check notifications,8,https://developers.line.biz/en/docs/line-developers-console/notification/
line-developers-console,line-developers-console/overview,LINE Developers Console overview,Developer / Provider / Creating a provider / Deleting a provider / The number of providers that can be created / Certified provider / Channel / Creating a channel / Deleting a channel / The number of channels that can be created,10,https://developers.line.biz/en/docs/line-developers-console/overview/
line-developers-console,line-developers-console,LINE Developers Console,General,1,https://developers.line.biz/en/docs/line-developers-console/
line-login,line-login/development-guidelines,LINE Login development guidelines,Prohibited matters / Prohibiting mass requests to the LINE Platform / Required matters / Deauthorize your app when a user unregisters from your app / Recommended matters / Saving logs,6,https://developers.line.biz/en/docs/line-login/development-guidelines/
line-login,line-login/getting-started,Getting started with LINE Login,"Before you begin / Step 1: Create your LINE Login channel / Precautions for channel and provider linkage / Step 2: Deploy the starter app / Step 3: Check the channel settings and enter the callback URL / LINE Login's basic settings / Step 4: Try the app / Try out the other features of the starter app / Check logs / Step 5: Customize your app / Step 6: Publish your channel (optional) / How to test with a LINE Login channel with the ""Developing"" status / Next steps",13,https://developers.line.biz/en/docs/line-login/getting-started/
line-login,line-login/how-to-handle-auto-login-failure,How to handle auto login failure,Overview / When auto login on the LINE app fails / Detecting auto login failure / When auto login fails / When Universal Links or App Links don't work and the LINE app won't launch / Notes on making Universal Links work on iOS,6,https://developers.line.biz/en/docs/line-login/how-to-handle-auto-login-failure/
line-login,line-login/integrate-line-login-v2,Integrating LINE Login (v2.0) with your web app,Login flow / Creating a channel / Setting a callback URL / Authenticating users and making authorization requests / User authentication and authorization / Receiving the authorization code or error response with a web app / Receiving the authorization code / Receiving an error response / Getting an access token with a web app / Next steps,10,https://developers.line.biz/en/docs/line-login/integrate-line-login-v2/
line-login,line-login/integrate-line-login,Integrating LINE Login with your web app,Login flow / Create a channel / Setting a callback URL / Requesting permission to access the user's email address / Authenticating users and making authorization requests / Scopes / User authentication / User authorization / Receiving the authorization response or error response with a web app / Receiving the authorization code / Receiving an error response / Getting an access token with a web app / Response / Getting profile information from ID tokens / Next steps,15,https://developers.line.biz/en/docs/line-login/integrate-line-login/
line-login,line-login/integrate-pkce,PKCE support for LINE Login,What is PKCE? / Benefits of implementing PKCE for LINE Login / Implement PKCE for LINE Login / 1. Generate `code_verifier` / 2. Generate `code_challenge` / 3. Add `code_challenge` and` code_challenge_method` in the query parameters of the authorization URL / 4. Issue an access token by specifying `code_verifier` in the request body,7,https://developers.line.biz/en/docs/line-login/integrate-pkce/
line-login,line-login/link-a-bot,Add a LINE Official Account as a friend when logged in (add friend option),Displaying the option to add your LINE Official Account as a friend / Link a LINE Official Account with your channel / Redirect users to the LINE Login authorization URL with the `bot_prompt` query parameter / Getting the friendship status of the user and the LINE Official Account / Use the `friendship_status_changed` query parameter / Use the LINE Login API to get the friendship status,6,https://developers.line.biz/en/docs/line-login/link-a-bot/
line-login,line-login/login-button,LINE Login button design guidelines,Design guidelines / Size / Color / Text / Font / Padding / Isolation zone / Common mistakes to avoid,8,https://developers.line.biz/en/docs/line-login/login-button/
line-login,line-login/managing-access-tokens-v2,Managing access tokens (LINE Login v2.0),Get the user's access token / Refresh tokens / Verify access tokens,3,https://developers.line.biz/en/docs/line-login/managing-access-tokens-v2/
line-login,line-login/managing-access-tokens,Managing access tokens,Get the user's access token / Refresh tokens / Verify access tokens,3,https://developers.line.biz/en/docs/line-login/managing-access-tokens/
line-login,line-login/managing-authorized-apps,Managing authorized apps,When user revokes consent,1,https://developers.line.biz/en/docs/line-login/managing-authorized-apps/
line-login,line-login/managing-users-v2,Managing users (LINE Login v2.0),Get user profiles / Log out users,2,https://developers.line.biz/en/docs/line-login/managing-users-v2/
line-login,line-login/managing-users,Managing users,Getting user profiles / Logging out users,2,https://developers.line.biz/en/docs/line-login/managing-users/
line-login,line-login/overview,LINE Login overview,What is LINE Login / Experience LINE Login on the demo site / Start development to integrate LINE Login / Integrating with web apps / Integrating with native apps / LINE Login authentication methods / Identifying users / LINE Login versions / Require two-factor authentication / What is two-factor authentication? / Require two-factor authentication setting on the LINE Developers Console / Priority with the Two-factor Authentication Switch function / Differences in LINE Login behavior depending on authentication method / Related pages,14,https://developers.line.biz/en/docs/line-login/overview/
line-login,line-login/secure-login-process,Creating a secure login process between your app and server,Information that's safe to send and receive / Using access tokens to register new users / Using OpenID to register new users / Next steps,4,https://developers.line.biz/en/docs/line-login/secure-login-process/
line-login,line-login/security-checklist,LINE Login security checklist,Checklist for query parameters passed to the authorization URL / Checklist for query parameters returned to the callback URL / Checklist for issuing the access token / Checklist for using ID tokens and access tokens / Checklist for sending ID tokens and access tokens to the backend server for processing,5,https://developers.line.biz/en/docs/line-login/security-checklist/
line-login,line-login/using-line-url-scheme,Using LINE features with the LINE URL scheme,Supported LINE URL schemes / What happens when a LINE URL scheme is clicked / Supported platforms / Available LINE URL schemes / Opening the camera and camera roll / Sending location information / Sharing a LINE Official Account / Opening the LINE Official Account's LINE VOOM and business profile / Opening a chat screen with a LINE Official Account / Sending text messages / Opening profile information / Opening common LINE screens / Opening LINE settings / Opening Sticker Shop / Opening Theme Shop / Opening a LIFF app / Opening a URL in an external browser,17,https://developers.line.biz/en/docs/line-login/using-line-url-scheme/
line-login,line-login/verify-id-token,Get profile information from ID tokens,Get an ID token / About ID tokens / Header / Payload / Signature / Get profile information from an ID token,6,https://developers.line.biz/en/docs/line-login/verify-id-token/
line-login-sdks,line-login-sdks/android-sdk/handling-errors,Handling errors,,0,https://developers.line.biz/en/docs/line-login-sdks/android-sdk/handling-errors/
line-login-sdks,line-login-sdks/android-sdk/integrate-line-login,Integrating LINE Login with your Android app,Prerequisites / Upgrading from earlier SDK versions / Add LINE SDK dependency / Import the library into your project / Add Android compilation options / Setting the Android manifest file / Linking your app to your channel / Set Package Signatures / Adding the LINE Login button / Use the LINE SDK's built-in login button / Use a customized login button / Starting the login activity / Handling the login result / Get the access token / Get user profile immediately after login / Using user data on your server / Using the `LineApiClient` interface,17,https://developers.line.biz/en/docs/line-login-sdks/android-sdk/integrate-line-login/
line-login-sdks,line-login-sdks/android-sdk/link-a-bot,Enabling the add friend option with the SDK,Setting the bot prompt parameter in the login request / Checking the friendship status between the user and the LINE Official Account / Check the `LineLoginResult` object in the login response / Use LINE Login to get friendship status,4,https://developers.line.biz/en/docs/line-login-sdks/android-sdk/link-a-bot/
line-login-sdks,line-login-sdks/android-sdk/managing-access-tokens,Managing access tokens,Refreshing access tokens / Getting the current access token / Verifying access tokens,3,https://developers.line.biz/en/docs/line-login-sdks/android-sdk/managing-access-tokens/
line-login-sdks,line-login-sdks/android-sdk/managing-users,Managing users,Getting user profiles / Using ID tokens to verify user identity / Applying for email permission / Login with the OpenID and email scopes / Using ID tokens on your server / Handling user data responsibly / Logging out users,7,https://developers.line.biz/en/docs/line-login-sdks/android-sdk/managing-users/
line-login-sdks,line-login-sdks/android-sdk/overview,LINE SDK for Android overview,Features / User authentication / Utilizing user data with OpenID support / API calls / Open-source SDK / Using the LINE SDK / Trying the sample app / What's in this guide / Other resources,9,https://developers.line.biz/en/docs/line-login-sdks/android-sdk/overview/
line-login-sdks,line-login-sdks/android-sdk/release-notes,Release notes for LINE SDK for Android,LINE SDK 4.0.10 for Android released / LINE SDK 5.0.0 for Android released / LINE SDK 4.0.8 for Android released / LINE SDK 4.0.7 for Android released / LINE SDK 4.0.6 for Android released / LINE SDK 4.0.5 for Android released / LINE SDK 4.0.4 for Android released / LINE SDK 4.0.2 for Android released / LINE SDK 3.1.21 for Android released / LINE SDK 3.1.20 for Android released / LINE SDK 3.1.19 for Android version released / LINE SDK 3.1.18 for Android released,12,https://developers.line.biz/en/docs/line-login-sdks/android-sdk/release-notes/
line-login-sdks,line-login-sdks/android-sdk/try-line-login,Trying the sample app,"Prerequisites / Trying the sample app / Running the sample app / Using the ""Log in with LINE"" button / Using the ""login"" button / Using the ""web login"" button / Using the ""logout"" button / Trying out the features available on the LINE SDK",8,https://developers.line.biz/en/docs/line-login-sdks/android-sdk/try-line-login/
line-login-sdks,line-login-sdks/flutter-sdk,LINE SDK for Flutter,GitHub repository / API reference,2,https://developers.line.biz/en/docs/line-login-sdks/flutter-sdk/
line-login-sdks,line-login-sdks/ios-sdk/release-notes,Release notes for LINE SDK for iOS,LINE SDK 5.0.0 for iOS released / LINE SDK 4.1.1 for iOS released / LINE SDK 4.1.0 for iOS released / LINE SDK for iOS CocoaPod released / LINE SDK 4.0.1 for iOS released / Change to requirement on whitelisting LINE domains / The LINE SDK 3.2.1 for iOS released,7,https://developers.line.biz/en/docs/line-login-sdks/ios-sdk/release-notes/
line-login-sdks,line-login-sdks/ios-sdk/swift/error-handling,Handling errors,Overview / Error types and error reasons / Getting error data / Using shortcuts to handle common errors / Error code and user data / Conclusion,6,https://developers.line.biz/en/docs/line-login-sdks/ios-sdk/swift/error-handling/
line-login-sdks,line-login-sdks/ios-sdk/swift/integrate-line-login,Integrating LINE Login with your iOS app,Setting up the LineSDK framework and your channel ID / 1. Import the LineSDK framework / 2. Call the `LoginManager.setup` method / 3. Handle app opening / Performing a login process / Use the LINE SDK's built-in login button / Use your own code / Handling the login result / Token permissions / User profile / Using user data on your server,11,https://developers.line.biz/en/docs/line-login-sdks/ios-sdk/swift/integrate-line-login/
line-login-sdks,line-login-sdks/ios-sdk/swift/link-a-bot,Enabling the add friend option with the SDK,Setting the bot prompt parameter in the login request / Checking the friendship status between the user and the LINE Official Account / Check the `friendshipStatusChanged` property in the login response / Use LINE Login to get friendship status,4,https://developers.line.biz/en/docs/line-login-sdks/ios-sdk/swift/link-a-bot/
line-login-sdks,line-login-sdks/ios-sdk/swift/managing-access-tokens,Managing access tokens,Refreshing access tokens / Getting the current access token / Verifying access tokens,3,https://developers.line.biz/en/docs/line-login-sdks/ios-sdk/swift/managing-access-tokens/
line-login-sdks,line-login-sdks/ios-sdk/swift/managing-users,Managing users,Getting user profiles / Using ID tokens to verify user identities / Applying for email permission / Login with the OpenID and email scopes / Using ID tokens on your server / Treating user data carefully / Logging out users,7,https://developers.line.biz/en/docs/line-login-sdks/ios-sdk/swift/managing-users/
line-login-sdks,line-login-sdks/ios-sdk/swift/migration-guide,Upgrading the SDK,Upgrading to the latest SDK / Updating your code to use the latest SDK / Getting user profiles / Logging out users / Getting the current access token / Verifying access tokens,6,https://developers.line.biz/en/docs/line-login-sdks/ios-sdk/swift/migration-guide/
line-login-sdks,line-login-sdks/ios-sdk/swift/overview,LINE SDK for iOS Swift overview,Features / User authentication / Utilizing user data with OpenID support / API calls / Open-source SDK / Using the LINE SDK / Trying the starter app / What's in this guide / Other resources,9,https://developers.line.biz/en/docs/line-login-sdks/ios-sdk/swift/overview/
line-login-sdks,line-login-sdks/ios-sdk/swift/setting-up-project,Setting up your project,Prerequisites / Installation / CocoaPods / Carthage / Linking your app to your channel / Configuring the `Info.plist` file,6,https://developers.line.biz/en/docs/line-login-sdks/ios-sdk/swift/setting-up-project/
line-login-sdks,line-login-sdks/ios-sdk/swift/try-line-login,Trying the starter app,Prerequisites / Trying the starter app with the predefined sample channel / Trying the starter app with your own channel / Running the starter app / Trying out the features available on the LINE SDK,5,https://developers.line.biz/en/docs/line-login-sdks/ios-sdk/swift/try-line-login/
line-login-sdks,line-login-sdks/ios-sdk/swift/universal-links-support,Using universal links,1. Create an association between your app and your server / 2. Set up a universal link on the LINE Developers Console / 3. Call the `LoginManager.setup` method with the universal link / 4. Handle the login result after your app is opened by the universal link / Modify app delegate / Modify scene delegates,6,https://developers.line.biz/en/docs/line-login-sdks/ios-sdk/swift/universal-links-support/
line-login-sdks,line-login-sdks/ios-sdk/swift/using-objc,Using the SDK with Objective-C code,Overview / Option 1: Make a mixed-language project / Option 2: Use the Objective-C wrapper / Installation / Naming conventions / Handling errors with the Objective-C wrapper,6,https://developers.line.biz/en/docs/line-login-sdks/ios-sdk/swift/using-objc/
line-login-sdks,line-login-sdks/unity-sdk/integrate-line-login,Integrating LINE Login with your Unity game,Getting the SDK / Download from GitHub / Import into your project / Add LineSDK prefab to your scene / Update player settings / Settings for Android export / Settings for iOS export / Implement login with LINE,8,https://developers.line.biz/en/docs/line-login-sdks/unity-sdk/integrate-line-login/
line-login-sdks,line-login-sdks/unity-sdk/overview,LINE SDK for Unity overview,Features / User authentication / Utilizing user data with OpenID support / API calls / Open-sourced SDK / Using the SDK / Trying the starter app / What's in this guide / Other resources,9,https://developers.line.biz/en/docs/line-login-sdks/unity-sdk/overview/
line-login-sdks,line-login-sdks/unity-sdk/project-setup,Setting up your project,Unity requirements / Installation on iOS / Installation on Android,3,https://developers.line.biz/en/docs/line-login-sdks/unity-sdk/project-setup/
line-login-sdks,line-login-sdks/unity-sdk/release-notes,Release notes for LINE SDK for Unity,LINE SDK 1.0.0 for Unity released,1,https://developers.line.biz/en/docs/line-login-sdks/unity-sdk/release-notes/
line-login-sdks,line-login-sdks/unity-sdk/try-line-login,Trying the starter app,Prerequisites / Trying the starter app with the predefined sample channel / Trying the starter app with your own channel / Running the starter app / Trying out the features available on the LINE SDK,5,https://developers.line.biz/en/docs/line-login-sdks/unity-sdk/try-line-login/
line-login-sdks,line-login-sdks/unity-sdk/using-sdk,Using LINE SDK for other APIs and result handling,Calling LINE APIs with result handling / Getting user profile / Logging out users / Getting access token / Verify and refresh access tokens,5,https://developers.line.biz/en/docs/line-login-sdks/unity-sdk/using-sdk/
line-login-sdks,line-login-sdks,LINE Login SDKs,API references / LINE SDK v5 for iOS Swift / LINE SDK v5 for Android / LINE SDK for Unity / LINE SDK for Flutter / Resources,6,https://developers.line.biz/en/docs/line-login-sdks/
line-login,line-login,LINE Login,API references / Development guidelines / General / Web app / Native apps / What to do after LINE Login / Resources / Previous versions,8,https://developers.line.biz/en/docs/line-login/
line-mini-app,line-mini-app/demo/maas-demo,Travel experience demo,View the demo / Benefits / End user benefits / Service provider benefits / Related links,5,https://developers.line.biz/en/docs/line-mini-app/demo/maas-demo/
line-mini-app,line-mini-app/demo/membership-demo,Membership card demo,View the demo / How to use the demo app / Benefits / End-user benefits / Service provider benefits / System and sequence diagram of the demo application / Related links,7,https://developers.line.biz/en/docs/line-mini-app/demo/membership-demo/
line-mini-app,line-mini-app/demo/mixwayapi-demo,Event experience demo,View the demo / How to use the demo app / Benefits / End user benefits / Service provider benefits / System and sequence diagram of the demo application / Related links,7,https://developers.line.biz/en/docs/line-mini-app/demo/mixwayapi-demo/
line-mini-app,line-mini-app/demo/reservation-demo,Store reservation demo,View the demo / How to use / Benefits / End user benefits / Service provider benefits / System and sequence diagram of the demo application / Hair salon / Restaurant / Related links,9,https://developers.line.biz/en/docs/line-mini-app/demo/reservation-demo/
line-mini-app,line-mini-app/demo/smartretail-demo,Purchase experience demo,OMO concept powered by LINE / View the smartphone register demo / Benefits / End user benefits / Service provider benefits / System and sequence diagram of the demo application / Related links,7,https://developers.line.biz/en/docs/line-mini-app/demo/smartretail-demo/
line-mini-app,line-mini-app/demo/tableorder-demo,Table order demo,View the demo / How to use / Benefits / End user benefits / Service provider benefits / System and sequence diagram of the demo application / Related links,7,https://developers.line.biz/en/docs/line-mini-app/demo/tableorder-demo/
line-mini-app,line-mini-app/demo/traisare-demo,Mobile experience demo,View the demo / Benefits / End user benefits / Service provider benefits / System and sequence diagram of the demo application / Related links,6,https://developers.line.biz/en/docs/line-mini-app/demo/traisare-demo/
line-mini-app,line-mini-app/design/landscape,Safe area of LINE MINI App,For normal mode / For landscape mode,2,https://developers.line.biz/en/docs/line-mini-app/design/landscape/
line-mini-app,line-mini-app/design/line-mini-app-icon,LINE MINI App icon specifications and guidelines,The main locations for the LINE MINI App icon / Guidelines / Prohibited matters / Required matters / Recommended matters / How to upload an image for the icon,6,https://developers.line.biz/en/docs/line-mini-app/design/line-mini-app-icon/
line-mini-app,line-mini-app/design/loading-icon,Loading icon,,0,https://developers.line.biz/en/docs/line-mini-app/design/loading-icon/
line-mini-app,line-mini-app/develop/add-to-home-screen,Add a shortcut to your LINE MINI App to the home screen of the user's device,Operating conditions,1,https://developers.line.biz/en/docs/line-mini-app/develop/add-to-home-screen/
line-mini-app,line-mini-app/develop/channel-consent-simplification,LINE MINI App authorization flow,"What is the ""Channel consent simplification"" feature / The ""Channel consent simplification"" feature setup / Operating conditions for the ""Channel consent simplification"" feature / Authorization flow in LINE MINI Apps where the ""Channel consent simplification"" feature is enabled / 1. Request permission to get the user ID (the `openid` scope) on the simplification consent screen / 2. Request permissions other than the `openid` scope on the verification screen / Important points about using the ""Channel consent simplification"" feature together with the add friend option / Authorization flow in LI",9,https://developers.line.biz/en/docs/line-mini-app/develop/channel-consent-simplification/
line-mini-app,line-mini-app/develop/configure-console,Settings displayed to LINE MINI App users,Provider settings / **Settings** tab / Channel settings / **Basic settings** tab / **Web app settings** tab / Action button / Multi-tab view / Verification screen / Channel consent screen / Multi-language support of the Channel consent screen / Footer section of service message / Add Shortcut screen,12,https://developers.line.biz/en/docs/line-mini-app/develop/configure-console/
line-mini-app,line-mini-app/develop/custom-path,Configuring Custom Path,How to apply / If your service area is Japan / If your service area is Taiwan or Thailand / Notes on applying for Custom Path / String that can be used as a Custom Path,5,https://developers.line.biz/en/docs/line-mini-app/develop/custom-path/
line-mini-app,line-mini-app/develop/develop-overview,Getting started,Create a LINE MINI App Channel / Privacy policy URL settings / Precautions for channel and provider linkage / Develop a LINE MINI App / Internal structure of a LINE MINI App channel / Using APIs / Use basic authentication to restrict access to your LINE MINI App before it is released / How to use basic authentication / Conditions for basic authentication / Notes on using basic authentication / Our recommendations for development / Request LINE MINI App review,12,https://developers.line.biz/en/docs/line-mini-app/develop/develop-overview/
line-mini-app,line-mini-app/develop/external-browser,Open a LINE MINI App in an external browser,Explicitly handle logging in for services that require LINE Login / 1. Automatic execution of LINE Login at initialization / 2. Execute LINE Login when a user isn't logged in / Direct users to the LINE app when using features that aren't available in an external browser / Assume that non-LINE users will open the LINE MINI App,5,https://developers.line.biz/en/docs/line-mini-app/develop/external-browser/
line-mini-app,line-mini-app/develop/payment,Handling payments,Available payment system / LINE Pay / Preparing LINE Pay Merchant Account / Developing a service that uses LINE Pay / Testing LINE Pay / In-app purchase for the LINE MINI App / Other payment methods,7,https://developers.line.biz/en/docs/line-mini-app/develop/payment/
line-mini-app,line-mini-app/develop/performance-guidelines,Performance guidelines,,0,https://developers.line.biz/en/docs/line-mini-app/develop/performance-guidelines/
line-mini-app,line-mini-app/develop/permanent-links,Creating permanent links,Differences in domain names depending on the LINE app version / If the user doesn't have LINE installed,2,https://developers.line.biz/en/docs/line-mini-app/develop/permanent-links/
